#wRandFlip 
#The training is running for 1000 chunks, each with 10000 images. That are about 220 epochs. The validation sample contains 6157 images. 
#round  ,time, mean_train_loss , mean_valid_loss, mean_sliced_accuracy, mean_train_loss_test, mean_accuracy 
#  starting learning rate to 0.010000 
 276 , 59537.228889 , 0.0910965 , 0.0960203, 0.185901, 0.0902632, 0.818848  
 277 , 59745.861902 , 0.0907278 , 0.0960203, 0.185901, 0.0902632, 0.818848  
 278 , 59954.3086929 , 0.0912071 , 0.0960203, 0.185901, 0.0902632, 0.818848  
 279 , 60163.391839 , 0.0912695 , 0.0960203, 0.185901, 0.0902632, 0.818848  
 280 , 60433.7309761 , 0.0910889 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 281 , 60642.31459 , 0.090945 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 282 , 60851.529609 , 0.0909157 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 283 , 61061.253551 , 0.0911222 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 284 , 61270.771594 , 0.090944 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 285 , 61480.249238 , 0.0910193 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 286 , 61689.1852 , 0.0911372 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 287 , 61898.1581769 , 0.0911362 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 288 , 62107.4898419 , 0.0910226 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 289 , 62316.689827 , 0.0913856 , 0.0958929, 0.185488, 0.0901947, 0.821126  
 290 , 62586.659246 , 0.0910112 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 291 , 62795.092108 , 0.0909763 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 292 , 63004.294981 , 0.0912253 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 293 , 63212.9398401 , 0.0909027 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 294 , 63421.804194 , 0.0912462 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 295 , 63630.8865471 , 0.0907676 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 296 , 63838.7926481 , 0.0911995 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 297 , 64047.510946 , 0.0910743 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 298 , 64256.3730161 , 0.0907057 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 299 , 64464.8903999 , 0.0909763 , 0.0964761, 0.187213, 0.0901082, 0.819661  
 300 , 64734.402025 , 0.0915331 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 301 , 64942.9801111 , 0.0909594 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 302 , 65152.095341 , 0.0909833 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 303 , 65360.7214129 , 0.0910522 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 304 , 65569.5228591 , 0.0909784 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 305 , 65777.9814341 , 0.0908477 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 306 , 65987.2168911 , 0.0909303 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 307 , 66196.2129719 , 0.0904233 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 308 , 66405.13906 , 0.0913496 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 309 , 66613.8640809 , 0.0910372 , 0.0959386, 0.185781, 0.0906256, 0.821289  
 310 , 66884.0543461 , 0.0908231 , 0.096228, 0.187219, 0.0899015, 0.821452  
 311 , 67093.2689819 , 0.0911326 , 0.096228, 0.187219, 0.0899015, 0.821452  
 312 , 67301.989502 , 0.0907213 , 0.096228, 0.187219, 0.0899015, 0.821452  
 313 , 67510.4357741 , 0.0906553 , 0.096228, 0.187219, 0.0899015, 0.821452  
 314 , 67719.27858 , 0.0907629 , 0.096228, 0.187219, 0.0899015, 0.821452  
 315 , 67927.9451251 , 0.0910548 , 0.096228, 0.187219, 0.0899015, 0.821452  
 316 , 68136.5040741 , 0.090873 , 0.096228, 0.187219, 0.0899015, 0.821452  
 317 , 68346.0060339 , 0.0906422 , 0.096228, 0.187219, 0.0899015, 0.821452  
 318 , 68554.6438801 , 0.0911364 , 0.096228, 0.187219, 0.0899015, 0.821452  
 319 , 68763.624541 , 0.0908705 , 0.096228, 0.187219, 0.0899015, 0.821452  
 320 , 69033.3353801 , 0.0907488 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 321 , 69242.5748069 , 0.0902662 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 322 , 69451.0769279 , 0.0905113 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 323 , 69659.9574859 , 0.0907771 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 324 , 69868.8625391 , 0.0911922 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 325 , 70077.403228 , 0.0908648 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 326 , 70286.622165 , 0.0904059 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 327 , 70495.9279881 , 0.0911413 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 328 , 70705.2684619 , 0.0903614 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 329 , 70914.3996451 , 0.0903269 , 0.0960236, 0.186337, 0.0898169, 0.823242  
 330 , 71184.8865449 , 0.0905777 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 331 , 71394.53951 , 0.0908706 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 332 , 71604.4118459 , 0.0908708 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 333 , 71821.2433641 , 0.0906255 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 334 , 72029.4888661 , 0.0907658 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 335 , 72237.635864 , 0.0907738 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 336 , 72444.987694 , 0.0907625 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 337 , 72652.3767049 , 0.0905729 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 338 , 72859.7224181 , 0.0906889 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 339 , 73066.8841951 , 0.0907123 , 0.0958434, 0.18404, 0.0896509, 0.824056  
 340 , 73334.7990849 , 0.0902467 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 341 , 73541.1480541 , 0.0907121 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 342 , 73747.6245561 , 0.0904191 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 343 , 73954.1335211 , 0.0901902 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 344 , 74160.906033 , 0.0904363 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 345 , 74367.7778771 , 0.0903848 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 346 , 74574.488745 , 0.0904013 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 347 , 74781.07253 , 0.0907787 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 348 , 74987.5627041 , 0.0907421 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 349 , 75193.9733169 , 0.0905075 , 0.0959902, 0.187243, 0.0893452, 0.820638  
 350 , 75461.045253 , 0.0902259 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 351 , 75667.4504831 , 0.0904026 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 352 , 75873.895822 , 0.0905613 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 353 , 76080.1012089 , 0.0903325 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 354 , 76286.2626381 , 0.0903535 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 355 , 76492.409255 , 0.0905051 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 356 , 76698.4476891 , 0.0898292 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 357 , 76904.336808 , 0.0903844 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 358 , 77110.3869121 , 0.0902863 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 359 , 77316.4069331 , 0.090394 , 0.0957712, 0.185254, 0.0893071, 0.822266  
 360 , 77583.0278351 , 0.0908473 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 361 , 77789.0536809 , 0.090378 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 362 , 77995.131258 , 0.0908188 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 363 , 78201.1035311 , 0.0907982 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 364 , 78407.1180849 , 0.0907717 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 365 , 78613.243762 , 0.0905138 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 366 , 78819.3461061 , 0.0905607 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 367 , 79025.3472309 , 0.090441 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 368 , 79231.3989811 , 0.0903915 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 369 , 79437.359726 , 0.0899737 , 0.0960335, 0.18675, 0.0899107, 0.821452  
 370 , 79704.017246 , 0.0902557 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 371 , 79909.890286 , 0.090488 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 372 , 80115.8021741 , 0.0904294 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 373 , 80321.6999631 , 0.0903694 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 374 , 80527.630846 , 0.0906418 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 375 , 80733.5205631 , 0.0903089 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 376 , 80939.4726031 , 0.0903764 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 377 , 81145.2828729 , 0.0905134 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 378 , 81351.154901 , 0.0902399 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 379 , 81557.0711451 , 0.0902578 , 0.0958533, 0.184474, 0.0892928, 0.821289  
 380 , 81823.4727941 , 0.0905845 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 381 , 82029.375401 , 0.0897813 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 382 , 82235.307512 , 0.090642 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 383 , 82441.210732 , 0.0900079 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 384 , 82647.1731319 , 0.0906383 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 385 , 82853.151067 , 0.0908718 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 386 , 83059.011626 , 0.0903663 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 387 , 83264.9641809 , 0.0900266 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 388 , 83470.9656999 , 0.0899639 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 389 , 83676.952033 , 0.0904023 , 0.0957336, 0.186149, 0.0896387, 0.824219  
 390 , 83943.834666 , 0.0902418 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 391 , 84149.9729121 , 0.0901136 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 392 , 84356.130259 , 0.0903068 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 393 , 84562.576149 , 0.0902233 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 394 , 84769.2261169 , 0.0902227 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 395 , 84975.7816219 , 0.0903713 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 396 , 85182.387064 , 0.0900311 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 397 , 85388.4126611 , 0.0900583 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 398 , 85594.466696 , 0.0902971 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 399 , 85800.578917 , 0.0898361 , 0.0959606, 0.18527, 0.0892664, 0.822428  
 400 , 86068.571101 , 0.0897886 , 0.09589, 0.183778, 0.0888278, 0.823079  
 401 , 86274.572917 , 0.0901037 , 0.09589, 0.183778, 0.0888278, 0.823079  
 402 , 86480.6650431 , 0.0903871 , 0.09589, 0.183778, 0.0888278, 0.823079  
 403 , 86686.5556121 , 0.0905633 , 0.09589, 0.183778, 0.0888278, 0.823079  
 404 , 86892.5770249 , 0.0903251 , 0.09589, 0.183778, 0.0888278, 0.823079  
 405 , 87098.674093 , 0.0901987 , 0.09589, 0.183778, 0.0888278, 0.823079  
 406 , 87304.6235931 , 0.0899868 , 0.09589, 0.183778, 0.0888278, 0.823079  
 407 , 87510.8282521 , 0.0899468 , 0.09589, 0.183778, 0.0888278, 0.823079  
 408 , 87717.19172 , 0.0901372 , 0.09589, 0.183778, 0.0888278, 0.823079  
 409 , 87923.392283 , 0.0904079 , 0.09589, 0.183778, 0.0888278, 0.823079  
 410 , 88190.465575 , 0.0901997 , 0.0959001, 0.184286, 0.089245, 0.823242  
 411 , 88397.1748869 , 0.0900964 , 0.0959001, 0.184286, 0.089245, 0.823242  
 412 , 88603.8364811 , 0.0899003 , 0.0959001, 0.184286, 0.089245, 0.823242  
 413 , 88810.562072 , 0.0904776 , 0.0959001, 0.184286, 0.089245, 0.823242  
 414 , 89017.4661441 , 0.0904124 , 0.0959001, 0.184286, 0.089245, 0.823242  
 415 , 89223.920579 , 0.090253 , 0.0959001, 0.184286, 0.089245, 0.823242  
