 5 , 334.983077049 , 0.136199 , 0.13323 
 10 , 614.968251944 , 0.129825 , 0.127815 
 15 , 866.739402056 , 0.123831 , 0.119612 
 20 , 1130.35258913 , 0.121026 , 0.114945 
 25 , 1383.66761398 , 0.118492 , 0.113253 
 30 , 1636.1858151 , 0.11575 , 0.111733 
 35 , 1888.73681307 , 0.115342 , 0.110112 
 40 , 2140.79431295 , 0.113923 , 0.109306 
 45 , 2406.36727595 , 0.11261 , 0.108131 
 50 , 2658.71193194 , 0.115026 , 0.106977 
 55 , 2957.97111106 , 0.111863 , 0.106993 
 60 , 3225.26748896 , 0.110037 , 0.106929 
 65 , 3477.67201304 , 0.111452 , 0.105758 
 70 , 3730.06771898 , 0.111114 , 0.10478 
 75 , 3984.15432096 , 0.10998 , 0.105862 
 80 , 4243.051368 , 0.110396 , 0.105174 
 85 , 4495.23566508 , 0.108106 , 0.103393 
 90 , 4757.95964313 , 0.109042 , 0.104013 
 95 , 5010.76339698 , 0.107545 , 0.102797 
 100 , 5263.84595203 , 0.108677 , 0.102654 
 105 , 5517.65743589 , 0.10693 , 0.102056 
 110 , 5770.11596394 , 0.107788 , 0.101984 
 115 , 6066.63548613 , 0.10683 , 0.102211 
 120 , 6324.15509892 , 0.108175 , 0.102164 
 125 , 6596.60648704 , 0.106358 , 0.101535 
 130 , 6849.0232749 , 0.105842 , 0.101276 
 135 , 7101.88375497 , 0.106249 , 0.100452 
 140 , 7355.25762296 , 0.105753 , 0.0999479 
 145 , 7608.37741494 , 0.106236 , 0.10143 
 150 , 7861.11112094 , 0.105981 , 0.102228 
 155 , 8112.76227713 , 0.104163 , 0.100204 
 160 , 8375.49221492 , 0.105565 , 0.0995017 
 165 , 8630.01371002 , 0.103848 , 0.0998404 
 170 , 8883.51073003 , 0.103803 , 0.0998854 
 175 , 9136.70300293 , 0.105167 , 0.0990987 
 180 , 9400.61283207 , 0.10447 , 0.0997829 
 185 , 9672.85146093 , 0.103872 , 0.0984372 
 190 , 9941.72435403 , 0.104933 , 0.099276 
 195 , 10193.558929 , 0.1027 , 0.0988531 
 200 , 10446.0180721 , 0.103871 , 0.0985687 
 205 , 10698.4792869 , 0.102765 , 0.099481 
 210 , 10951.1489251 , 0.103553 , 0.099567 
 215 , 11203.787683 , 0.104082 , 0.0977696 
 220 , 11457.046128 , 0.103392 , 0.0977342 
 225 , 11709.089762 , 0.102156 , 0.0977635 
 230 , 11962.2299731 , 0.102273 , 0.098182 
 235 , 12215.1636381 , 0.103171 , 0.0973945 
 240 , 12468.1911261 , 0.102707 , 0.0988749 
 245 , 12721.7153921 , 0.101766 , 0.0974384 
 250 , 12974.6674261 , 0.101092 , 0.0975776 
 255 , 13233.8405831 , 0.10298 , 0.0986502 
 260 , 13485.5221829 , 0.102947 , 0.0984736 
 265 , 13748.942462 , 0.101319 , 0.0979648 
 270 , 14001.572804 , 0.101314 , 0.0984608 
 275 , 14253.9140351 , 0.101257 , 0.0975943 
 280 , 14506.8251569 , 0.102722 , 0.0976039 
 285 , 14760.0528951 , 0.102723 , 0.0974851 
 290 , 15012.4561729 , 0.0999869 , 0.0974477 
 295 , 15264.769537 , 0.100777 , 0.0973557 
 300 , 15517.9943881 , 0.102569 , 0.0967367 
 305 , 15771.4361131 , 0.10034 , 0.097663 
 310 , 16023.460463 , 0.100902 , 0.09553 
 315 , 16275.814888 , 0.102386 , 0.0963038 
 320 , 16528.875577 , 0.101074 , 0.0963675 
 325 , 16829.6826441 , 0.101653 , 0.0963205 
 330 , 17093.2581201 , 0.101089 , 0.0956822 
 335 , 17345.826942 , 0.10179 , 0.0968931 
 340 , 17597.9976671 , 0.100416 , 0.096513 
 345 , 17850.664422 , 0.0996537 , 0.0957618 
 350 , 18102.576932 , 0.100546 , 0.0952598 
 355 , 18355.0211911 , 0.100722 , 0.0958677 
 360 , 18608.3681681 , 0.100126 , 0.0968212 
 365 , 18860.654166 , 0.09923 , 0.095294 
 370 , 19114.335597 , 0.10044 , 0.0954036 
 375 , 19368.4447479 , 0.100125 , 0.0958612 
 380 , 19621.86954 , 0.100673 , 0.0960666 
 385 , 19875.123503 , 0.100606 , 0.0948372 
 390 , 20128.4415679 , 0.100361 , 0.0949174 
 395 , 20395.373136 , 0.0990454 , 0.0951769 
 400 , 20648.6105671 , 0.101348 , 0.0949877 
 405 , 20925.9607069 , 0.100252 , 0.0952473 
 410 , 21180.0443301 , 0.0989224 , 0.0946131 
 415 , 21432.2277231 , 0.100385 , 0.0942472 
 420 , 21687.2963159 , 0.0992592 , 0.0952368 
 425 , 21940.1268179 , 0.0999624 , 0.0953369 
 430 , 22194.204015 , 0.098687 , 0.0942113 
 435 , 22448.4319971 , 0.0999332 , 0.0946707 
 440 , 22701.8721581 , 0.0988155 , 0.0941172 
 445 , 22955.6781151 , 0.0996788 , 0.0945075 
 450 , 23209.2239301 , 0.0988411 , 0.0956808 
 455 , 23463.5804679 , 0.100465 , 0.094306 
 460 , 23716.7642889 , 0.100884 , 0.09408 
 465 , 24011.1371131 , 0.0999737 , 0.0947584 
