#wRandFlip 
#The training is running for 1000 chunks, each with 1600 images. That are about 29 epochs. The validation sample contains 6157 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
#  setting learning rate to 0.080000 
 174 , 9050.21609879 , 0.106191 , 0.105622 
 175 , 9099.56199598 , 0.106552 , 0.105622 
 176 , 9148.87695384 , 0.106471 , 0.105622 
 177 , 9198.17171192 , 0.108071 , 0.105622 
 178 , 9247.55023193 , 0.107459 , 0.105622 
 179 , 9296.71072483 , 0.10631 , 0.105622 
 180 , 9399.21812391 , 0.106119 , 0.104859 
 181 , 9448.42555594 , 0.108164 , 0.104859 
 182 , 9497.88355684 , 0.105228 , 0.104859 
 183 , 9547.27490377 , 0.106507 , 0.104859 
 184 , 9596.50281286 , 0.104786 , 0.104859 
 185 , 9645.76138997 , 0.106231 , 0.104859 
 186 , 9695.11764789 , 0.104552 , 0.104859 
 187 , 9744.49428988 , 0.109596 , 0.104859 
 188 , 9793.88730478 , 0.105885 , 0.104859 
 189 , 9843.1545639 , 0.105523 , 0.104859 
 190 , 9892.4964869 , 0.106231 , 0.104859 
 191 , 9941.87780499 , 0.10645 , 0.104859 
 192 , 9991.10873485 , 0.10628 , 0.104859 
 193 , 10040.6330729 , 0.105819 , 0.104859 
 194 , 10089.968848 , 0.105078 , 0.104859 
 195 , 10139.2733738 , 0.105104 , 0.104859 
 196 , 10188.5927558 , 0.105488 , 0.104859 
 197 , 10237.9662058 , 0.105604 , 0.104859 
 198 , 10287.318224 , 0.105024 , 0.104859 
 199 , 10336.6522229 , 0.102587 , 0.104859 
 200 , 10439.1988318 , 0.106965 , 0.102388 
 201 , 10488.4917588 , 0.10454 , 0.102388 
 202 , 10537.737376 , 0.104378 , 0.102388 
 203 , 10587.0752358 , 0.104613 , 0.102388 
 204 , 10636.2979498 , 0.106929 , 0.102388 
 205 , 10685.745703 , 0.107368 , 0.102388 
 206 , 10735.1157718 , 0.10308 , 0.102388 
 207 , 10784.4547429 , 0.106141 , 0.102388 
 208 , 10833.837441 , 0.104212 , 0.102388 
 209 , 10883.1846268 , 0.106378 , 0.102388 
 210 , 10932.511132 , 0.105166 , 0.102388 
 211 , 10981.9920149 , 0.103143 , 0.102388 
 212 , 11031.2787709 , 0.105623 , 0.102388 
 213 , 11080.5285199 , 0.105109 , 0.102388 
 214 , 11129.7969408 , 0.104489 , 0.102388 
 215 , 11179.1198449 , 0.103019 , 0.102388 
 216 , 11228.4294679 , 0.104498 , 0.102388 
 217 , 11277.9280348 , 0.105302 , 0.102388 
 218 , 11327.3467138 , 0.103472 , 0.102388 
 219 , 11376.8236649 , 0.102883 , 0.102388 
 220 , 11479.3910408 , 0.101219 , 0.10125 
 221 , 11528.7235839 , 0.105124 , 0.10125 
 222 , 11578.1173458 , 0.106173 , 0.10125 
 223 , 11627.6594169 , 0.103176 , 0.10125 
 224 , 11677.1147919 , 0.104026 , 0.10125 
 225 , 11726.430995 , 0.103978 , 0.10125 
 226 , 11775.795779 , 0.105284 , 0.10125 
 227 , 11825.1363099 , 0.103711 , 0.10125 
 228 , 11874.531992 , 0.103516 , 0.10125 
 229 , 11923.8330719 , 0.102773 , 0.10125 
 230 , 11973.2271328 , 0.103173 , 0.10125 
 231 , 12022.5462449 , 0.103997 , 0.10125 
 232 , 12071.9281499 , 0.102223 , 0.10125 
 233 , 12121.2044599 , 0.101871 , 0.10125 
 234 , 12170.7081058 , 0.103221 , 0.10125 
 235 , 12220.0276289 , 0.100729 , 0.10125 
 236 , 12269.303767 , 0.10237 , 0.10125 
 237 , 12318.6737559 , 0.102854 , 0.10125 
 238 , 12367.9848518 , 0.105499 , 0.10125 
 239 , 12417.3861728 , 0.101917 , 0.10125 
 240 , 12519.9354498 , 0.102857 , 0.100559 
 241 , 12569.2279789 , 0.102732 , 0.100559 
 242 , 12618.593344 , 0.10294 , 0.100559 
 243 , 12667.83687 , 0.104225 , 0.100559 
 244 , 12717.2027528 , 0.102453 , 0.100559 
 245 , 12766.4110718 , 0.101163 , 0.100559 
 246 , 12815.7150328 , 0.103857 , 0.100559 
 247 , 12864.9214308 , 0.100729 , 0.100559 
 248 , 12914.124872 , 0.103965 , 0.100559 
 249 , 12963.4743309 , 0.101111 , 0.100559 
 250 , 13012.7548268 , 0.102783 , 0.100559 
 251 , 13061.9673438 , 0.104214 , 0.100559 
 252 , 13111.4217849 , 0.10184 , 0.100559 
 253 , 13160.8764498 , 0.10512 , 0.100559 
 254 , 13210.2175469 , 0.101486 , 0.100559 
 255 , 13259.6248808 , 0.101048 , 0.100559 
 256 , 13308.8823519 , 0.104084 , 0.100559 
 257 , 13358.1346679 , 0.100339 , 0.100559 
 258 , 13407.29758 , 0.10189 , 0.100559 
 259 , 13456.6843598 , 0.101504 , 0.100559 
 260 , 13559.3246608 , 0.102167 , 0.101816 
 261 , 13608.694608 , 0.101799 , 0.101816 
 262 , 13658.0789528 , 0.101521 , 0.101816 
 263 , 13707.3972719 , 0.103347 , 0.101816 
 264 , 13756.6169178 , 0.102973 , 0.101816 
 265 , 13805.9486439 , 0.102276 , 0.101816 
 266 , 13855.244694 , 0.102092 , 0.101816 
 267 , 13904.5984659 , 0.103255 , 0.101816 
 268 , 13954.0096748 , 0.099818 , 0.101816 
 269 , 14003.325156 , 0.102745 , 0.101816 
 270 , 14052.5609608 , 0.100957 , 0.101816 
 271 , 14102.0767949 , 0.101991 , 0.101816 
 272 , 14151.278399 , 0.102659 , 0.101816 
 273 , 14200.682431 , 0.101873 , 0.101816 
 274 , 14249.9741988 , 0.1013 , 0.101816 
 275 , 14299.3570769 , 0.100866 , 0.101816 
 276 , 14348.670398 , 0.100738 , 0.101816 
 277 , 14397.9931948 , 0.100266 , 0.101816 
 278 , 14447.33865 , 0.103727 , 0.101816 
 279 , 14496.8184838 , 0.101959 , 0.101816 
