  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
  #wRandFlip 
#The training is running for 20 chunks, each with 1008 images. That are about 0 epochs. The validation sample contains 3078 images. 
#round  ,time, mean_train_loss , mean_valid_loss 
#  starting learning rate to 0.080000 
 163 , 5597.41324496 , 0.0853862 , 0.0820787 
 164 , 5629.18102384 , 0.0847757 , 0.0820787 
 165 , 5660.56528783 , 0.0850157 , 0.0820787 
 166 , 5691.94389486 , 0.0862961 , 0.0820787 
 167 , 5723.52426481 , 0.0852522 , 0.0820787 
 168 , 5754.90811896 , 0.0879922 , 0.0820787 
 169 , 5786.18495679 , 0.0836769 , 0.0820787 
 170 , 5817.46288586 , 0.0869245 , 0.0820787 
 171 , 5848.90827489 , 0.0851776 , 0.0820787 
 172 , 5880.23122787 , 0.0846634 , 0.0820787 
 173 , 5911.57686186 , 0.0857539 , 0.0820787 
 174 , 5942.99336886 , 0.0845329 , 0.0820787 
 175 , 5974.47534585 , 0.0850778 , 0.0820787 
 176 , 6005.86661196 , 0.0860319 , 0.0820787 
 177 , 6037.31058788 , 0.086044 , 0.0820787 
 178 , 6068.75202584 , 0.0847824 , 0.0820787 
 179 , 6100.31067681 , 0.0836448 , 0.0820787 
 180 , 6185.29728484 , 0.0866771 , 0.0818795 
 181 , 6216.70499301 , 0.0861848 , 0.0818795 
 182 , 6248.17245197 , 0.0868075 , 0.0818795 
 183 , 6279.71273088 , 0.0863978 , 0.0818795 
 184 , 6311.15107083 , 0.0831845 , 0.0818795 
 185 , 6342.65162396 , 0.0848104 , 0.0818795 
 186 , 6374.06428885 , 0.0854383 , 0.0818795 
 187 , 6405.62484384 , 0.085603 , 0.0818795 
 188 , 6437.09295797 , 0.0836922 , 0.0818795 
 189 , 6468.5775969 , 0.0843049 , 0.0818795 
 190 , 6499.94942594 , 0.0851741 , 0.0818795 
 191 , 6531.41847086 , 0.0846857 , 0.0818795 
 192 , 6562.89007401 , 0.0863224 , 0.0818795 
 193 , 6594.33180785 , 0.0833326 , 0.0818795 
 194 , 6625.77879596 , 0.0860437 , 0.0818795 
 195 , 6657.27845597 , 0.0853316 , 0.0818795 
 196 , 6688.67916584 , 0.0863834 , 0.0818795 
 197 , 6720.14341402 , 0.0843161 , 0.0818795 
 198 , 6751.7508378 , 0.0850795 , 0.0818795 
 199 , 6783.31296682 , 0.0857067 , 0.0818795 
 200 , 6868.41773486 , 0.0862646 , 0.0825972 
 201 , 6899.88555098 , 0.0852916 , 0.0825972 
 202 , 6931.39278197 , 0.082501 , 0.0825972 
 203 , 6962.92424202 , 0.0856581 , 0.0825972 
 204 , 6994.32060695 , 0.0846178 , 0.0825972 
 205 , 7025.78802085 , 0.0844533 , 0.0825972 
 206 , 7057.33338499 , 0.0841075 , 0.0825972 
 207 , 7088.6516068 , 0.0879186 , 0.0825972 
 208 , 7120.14158988 , 0.0825763 , 0.0825972 
 209 , 7151.59044099 , 0.0855944 , 0.0825972 
 210 , 7183.26147985 , 0.0848999 , 0.0825972 
 211 , 7214.78073788 , 0.0858617 , 0.0825972 
 212 , 7246.32120299 , 0.0833971 , 0.0825972 
 213 , 7277.84105492 , 0.0853031 , 0.0825972 
 214 , 7309.22079682 , 0.0848177 , 0.0825972 
 215 , 7340.66464782 , 0.0851365 , 0.0825972 
 216 , 7372.18209696 , 0.0848873 , 0.0825972 
 217 , 7403.64220595 , 0.0840358 , 0.0825972 
 218 , 7435.18444085 , 0.0859518 , 0.0825972 
 219 , 7466.77197981 , 0.0866257 , 0.0825972 
 220 , 7552.02806687 , 0.0831924 , 0.0822942 
 221 , 7583.88428497 , 0.0859799 , 0.0822942 
 222 , 7615.17085981 , 0.0820247 , 0.0822942 
 223 , 7646.49931598 , 0.0843976 , 0.0822942 
 224 , 7677.755301 , 0.0840949 , 0.0822942 
 225 , 7709.14374185 , 0.0845453 , 0.0822942 
 226 , 7740.5320828 , 0.0850325 , 0.0822942 
 227 , 7771.99582791 , 0.0859378 , 0.0822942 
 228 , 7803.28185487 , 0.0841414 , 0.0822942 
